 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,6320,1,57.878,26.047,0.065,36.331,0.019,0.142,0.581,start_junc
2,1,6320,2,57.941,26.030,0.065,29.825,0.020,0.158,0.367,start_junc
3,1,6324,1,77.555,19.764,0.161,0.000,0.000,0.000,4.005,start_junc
4,1,6324,2,77.498,19.778,0.161,0.000,0.000,0.000,3.680,start_junc
5,1,6324,3,77.419,19.844,0.161,0.000,0.000,0.000,3.784,start_junc
6,1,6326,1,25.662,18.530,0.938,202.897,0.080,0.262,3.814,start_junc
7,1,6326,2,25.607,18.566,0.938,202.897,0.047,0.232,3.605,start_junc
8,1,6326,3,25.580,18.593,0.938,228.303,0.047,0.244,3.820,start_junc
9,1,6326,4,25.525,18.622,0.938,204.671,0.136,0.246,3.660,start_junc
10,1,6326,5,25.492,18.648,0.938,140.604,0.133,0.234,3.800,start_junc
11,1,6326,6,25.439,18.673,0.938,63.212,0.011,0.198,3.625,start_junc
12,1,6326,7,25.371,18.689,0.938,89.159,0.215,0.220,3.462,start_junc
13,1,6326,8,25.301,18.709,0.938,110.482,0.178,0.249,3.360,start_junc
14,1,6326,9,25.220,18.719,0.938,153.880,0.007,0.269,3.164,start_junc
15,1,6326,10,25.140,18.704,0.938,173.137,0.009,0.278,2.908,start_junc
16,1,6326,11,25.073,18.676,0.938,67.279,0.363,0.230,2.750,start_junc
17,1,6326,12,25.017,18.639,0.938,50.435,0.354,0.225,2.716,start_junc
18,1,6326,13,24.992,18.612,0.938,17.172,0.165,0.155,2.431,start_junc
19,1,6326,14,24.967,18.545,0.938,13.401,0.165,0.155,2.030,start_junc
20,1,6326,15,24.925,18.530,0.938,10.410,0.165,0.155,2.251,start_junc
21,1,6326,16,24.923,18.457,0.938,6.697,0.165,0.155,1.999,start_junc
22,1,6329,1,73.691,9.567,0.215,50.665,0.086,0.166,4.246,start_junc
