 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5321,1,33.516,1.473,1.564,207.640,0.065,0.260,1.763,start_junc
2,1,5321,2,33.510,1.395,1.564,218.126,0.049,0.263,1.488,start_junc
3,1,5321,3,33.523,1.322,1.564,228.121,0.158,0.266,1.388,start_junc
4,1,5321,4,33.540,1.252,1.564,237.801,0.264,0.268,1.343,start_junc
5,1,5321,5,33.557,1.183,1.564,247.398,0.135,0.253,1.330,start_junc
6,1,5321,6,33.579,1.097,1.564,259.451,0.084,0.250,1.307,start_junc
7,1,5321,7,33.596,1.028,1.564,259.723,0.042,0.260,1.320,start_junc
8,1,5321,8,33.615,0.959,1.564,259.997,0.069,0.259,1.329,start_junc
9,1,5321,9,33.635,0.890,1.564,260.275,0.049,0.262,1.352,start_junc
10,1,5321,10,33.660,0.804,1.564,268.031,0.041,0.272,1.259,start_junc
11,1,5321,11,33.686,0.739,1.564,274.041,0.204,0.265,1.184,start_junc
12,1,5321,12,33.733,0.652,1.564,262.708,0.219,0.270,1.051,start_junc
13,1,5321,13,33.762,0.594,1.564,255.298,0.169,0.270,1.109,start_junc
14,1,5321,14,33.807,0.507,1.564,261.888,0.146,0.273,1.126,start_junc
15,1,5321,15,33.834,0.446,1.564,225.883,0.052,0.266,1.155,start_junc
16,1,5321,16,33.863,0.381,1.564,187.826,0.005,0.263,1.255,start_junc
17,1,5321,17,33.890,0.292,1.564,177.504,0.019,0.258,1.244,start_junc
18,1,5321,18,33.912,0.226,1.564,206.765,0.094,0.262,1.217,start_junc
19,1,5321,19,33.951,0.138,1.564,223.861,0.018,0.271,1.112,start_junc
20,1,5321,20,33.980,0.078,1.564,210.986,0.018,0.271,1.180,start_junc
21,1,5321,21,34.001,2.983E-11,1.564,139.344,0.018,0.271,1.571,start_junc
22,1,5327,1,16.544,4.340,0.072,16.569,0.070,0.160,3.294,start_junc
23,1,5327,2,16.475,4.359,0.072,9.199,0.050,0.133,3.338,start_junc
24,1,5329,1,37.946,9.190,0.291,121.050,0.780,0.237,1.715,start_junc
25,1,5329,2,37.950,9.117,0.291,107.402,0.720,0.222,1.679,start_junc
26,1,5329,3,37.941,9.044,0.291,77.167,0.681,0.216,1.662,start_junc
27,1,5329,4,37.929,8.972,0.291,53.257,0.636,0.215,1.695,start_junc
28,1,5329,5,37.908,8.904,0.291,39.538,0.630,0.223,1.786,start_junc
29,1,5336,1,23.373,2.822,0.139,49.920,0.244,0.187,2.818,start_junc
30,1,5336,2,23.306,2.802,0.139,38.834,0.244,0.187,2.828,start_junc
31,1,5336,3,23.251,2.760,0.139,16.680,0.244,0.187,2.700,start_junc
32,1,5347,1,25.246,20.739,2.802,232.134,0.610,0.277,1.402,start_junc
33,1,5347,2,25.247,20.662,2.802,232.134,0.579,0.277,1.550,start_junc
34,1,5347,3,25.243,20.585,2.802,232.134,0.547,0.277,1.700,start_junc
35,1,5347,4,25.236,20.512,2.802,171.408,0.518,0.277,1.706,start_junc
36,1,5347,5,25.224,20.440,2.802,180.593,0.488,0.277,1.795,start_junc
37,1,5347,6,25.200,20.374,2.802,161.836,0.459,0.277,1.879,start_junc
38,1,5347,7,25.167,20.287,2.802,171.732,0.422,0.277,1.914,start_junc
39,1,5347,8,25.144,20.221,2.802,90.868,0.396,0.250,1.868,start_junc
40,1,5347,9,25.123,20.153,2.802,84.634,0.463,0.236,1.847,start_junc
41,1,5347,10,25.110,20.088,2.802,69.955,0.245,0.230,1.961,start_junc
42,1,5347,11,25.085,19.997,2.802,33.749,0.026,0.176,1.835,start_junc
43,1,5347,12,25.072,19.926,2.802,53.566,0.401,0.194,1.751,start_junc
44,1,5347,13,25.065,19.854,2.802,55.565,0.612,0.183,1.728,start_junc
45,1,5347,14,25.048,19.783,2.802,154.388,0.569,0.253,1.716,start_junc
46,1,5347,15,25.019,19.692,2.802,101.355,0.594,0.255,2.198,start_junc
47,1,5347,16,24.987,19.638,2.802,67.311,0.612,0.256,1.991,start_junc
48,1,5347,17,24.969,19.559,2.802,38.622,0.636,0.258,1.600,start_junc
49,1,5347,18,24.983,19.484,2.802,72.253,0.658,0.260,1.513,start_junc
50,1,5347,19,24.986,19.411,2.802,85.002,0.678,0.261,1.538,start_junc
51,1,5347,20,24.993,19.337,2.802,112.584,0.699,0.263,1.434,start_junc
52,1,5347,21,25.000,19.264,2.802,185.868,0.719,0.265,1.554,start_junc
53,1,5347,22,25.005,19.191,2.802,110.422,0.772,0.232,1.611,start_junc
54,1,5347,23,25.002,19.117,2.802,84.980,0.740,0.223,1.583,start_junc
55,1,5347,24,25.002,19.044,2.802,69.799,0.695,0.216,1.499,start_junc
56,1,5347,25,25.003,18.970,2.802,57.879,0.587,0.220,1.526,start_junc
57,1,5347,26,25.008,18.898,2.802,42.798,0.475,0.215,1.449,start_junc
58,1,5347,27,25.025,18.829,2.802,35.905,0.475,0.214,1.352,start_junc
59,1,5347,28,25.051,18.745,2.802,47.905,0.560,0.223,1.338,start_junc
60,1,5347,29,25.057,18.675,2.802,79.507,0.665,0.244,1.512,start_junc
61,1,5347,30,25.054,18.604,2.802,94.057,0.747,0.255,1.616,start_junc
62,1,5347,31,25.076,18.530,2.802,30.573,0.621,0.186,1.280,start_junc
63,1,5347,32,25.095,18.463,2.802,41.862,0.450,0.216,1.259,start_junc
64,1,5347,33,25.098,18.384,2.802,50.632,0.419,0.228,1.491,start_junc
65,1,5347,34,25.085,18.307,2.802,53.813,0.389,0.240,1.670,start_junc
66,1,5347,35,25.071,18.235,2.802,59.640,0.361,0.251,1.733,start_junc
67,1,5347,36,25.074,18.162,2.802,80.586,0.331,0.262,1.473,start_junc
68,1,5347,37,25.109,18.100,2.802,95.317,0.303,0.273,1.241,start_junc
69,1,5347,38,25.137,18.011,2.802,98.687,0.303,0.273,1.196,start_junc
70,1,5360,1,22.202,4.485,1.478,181.480,0.349,0.267,4.653,both_junc
71,1,5360,2,22.194,4.558,1.478,184.851,0.349,0.267,4.605,both_junc
72,1,5360,3,22.185,4.630,1.478,222.757,0.349,0.267,4.587,both_junc
73,1,5360,4,22.182,4.704,1.478,252.125,0.349,0.267,4.622,both_junc
74,1,5360,5,22.177,4.776,1.478,138.841,0.291,0.234,4.581,both_junc
75,1,5360,6,22.170,4.848,1.478,118.457,0.168,0.226,4.583,both_junc
76,1,5360,7,22.167,4.921,1.478,116.270,0.011,0.223,4.569,both_junc
77,1,5360,8,22.168,5.003,1.478,121.927,0.093,0.220,4.624,both_junc
78,1,5360,9,22.162,5.077,1.478,116.077,0.161,0.217,4.604,both_junc
79,1,5360,10,22.152,5.151,1.478,108.234,0.265,0.215,4.535,both_junc
80,1,5360,11,22.138,5.222,1.478,114.281,0.386,0.216,4.495,both_junc
81,1,5360,12,22.120,5.291,1.478,152.094,0.415,0.238,4.470,both_junc
82,1,5360,13,22.093,5.357,1.478,130.439,0.415,0.241,4.439,both_junc
83,1,5360,14,22.055,5.439,1.478,70.934,0.157,0.230,4.319,both_junc
84,1,5360,15,22.026,5.499,1.478,80.202,0.207,0.241,4.258,both_junc
85,1,5360,16,22.014,5.528,1.478,97.288,0.042,0.255,4.280,both_junc
86,1,5360,17,21.980,5.585,1.478,98.894,0.185,0.253,4.171,both_junc
87,1,5360,18,21.925,5.673,1.478,13.141,0.012,0.143,4.048,both_junc
88,1,5360,19,21.891,5.719,1.478,11.863,0.086,0.081,4.048,both_junc
89,1,5360,20,21.862,5.754,1.478,11.181,0.007,0.112,4.048,both_junc
90,1,5360,21,21.824,5.798,1.478,14.887,0.093,0.152,4.048,both_junc
91,1,5360,22,21.767,5.847,1.478,10.090,0.093,0.152,3.215,both_junc
92,1,106,1,27.752,16.386,5.697,78.547,0.179,0.223,1.310,both_junc
93,1,106,2,27.776,16.315,5.697,23.199,0.136,0.175,1.102,both_junc
94,1,106,3,27.868,16.325,5.697,22.447,0.281,0.179,0.414,both_junc
95,1,106,4,27.940,16.319,5.697,18.112,0.396,0.183,0.232,both_junc
96,1,106,5,28.012,16.307,5.697,71.880,0.545,0.243,0.167,both_junc
97,1,106,6,28.087,16.299,5.697,57.405,0.501,0.244,0.048,both_junc
98,1,106,7,28.161,16.297,5.697,59.692,0.459,0.245,0.026,both_junc
99,1,106,8,28.245,16.286,5.697,52.028,0.412,0.246,0.256,both_junc
100,1,106,9,28.308,16.268,5.697,44.098,0.374,0.247,6.274,both_junc
101,1,106,10,28.379,16.290,5.697,53.887,0.332,0.248,0.090,both_junc
102,1,106,11,28.458,16.283,5.697,57.405,0.287,0.249,0.065,both_junc
103,1,106,12,28.529,16.269,5.697,73.809,0.246,0.250,0.021,both_junc
104,1,106,13,28.599,16.267,5.697,94.844,0.206,0.251,6.096,both_junc
105,1,106,14,28.670,16.275,5.697,113.701,0.165,0.251,6.059,both_junc
106,1,106,15,28.758,16.286,5.697,108.997,0.115,0.253,6.064,both_junc
107,1,106,16,28.826,16.310,5.697,107.473,0.075,0.253,6.088,both_junc
108,1,106,17,28.896,16.327,5.697,120.971,0.034,0.254,6.040,both_junc
109,1,106,18,28.962,16.346,5.697,121.818,0.005,0.255,5.942,both_junc
110,1,106,19,29.049,16.381,5.697,118.512,0.059,0.256,5.941,both_junc
111,1,106,20,29.117,16.396,5.697,116.870,0.098,0.257,6.059,both_junc
112,1,106,21,29.182,16.416,5.697,132.362,0.137,0.258,5.875,both_junc
113,1,106,22,29.268,16.447,5.697,162.742,0.188,0.259,6.111,both_junc
114,1,106,23,29.339,16.458,5.697,199.539,0.229,0.260,6.152,both_junc
115,1,106,24,29.411,16.471,5.697,235.928,0.270,0.261,6.078,both_junc
116,1,106,25,29.483,16.482,5.697,96.281,0.467,0.207,6.090,both_junc
117,1,106,26,29.556,16.496,5.697,138.372,0.564,0.232,6.175,both_junc
118,1,106,27,29.575,16.511,5.697,96.868,0.515,0.228,5.819,both_junc
119,1,106,28,29.634,16.541,5.697,44.318,0.236,0.219,5.813,both_junc
120,1,106,29,29.691,16.576,5.697,32.732,0.236,0.218,5.870,both_junc
121,1,106,30,29.698,16.624,5.697,8.577,0.066,0.131,5.387,both_junc
122,1,106,31,29.607,16.682,5.697,17.789,0.207,0.224,4.364,both_junc
123,1,106,32,29.596,16.733,5.697,39.993,0.215,0.225,4.005,both_junc
124,1,106,33,29.568,16.771,5.697,42.452,0.222,0.227,4.166,both_junc
125,1,106,34,29.539,16.816,5.697,76.525,0.230,0.228,3.867,both_junc
126,1,106,35,29.502,16.853,5.697,82.461,0.238,0.229,4.009,both_junc
127,1,106,36,29.464,16.888,5.697,87.088,0.229,0.224,3.871,both_junc
128,1,106,37,29.422,16.925,5.697,94.726,0.115,0.229,3.806,both_junc
129,1,106,38,29.379,16.944,5.697,85.081,0.115,0.229,3.807,both_junc
130,1,106,39,29.341,16.988,5.697,206.399,0.228,0.265,3.909,both_junc
131,1,106,40,29.298,17.031,5.697,197.663,0.170,0.272,4.114,both_junc
132,1,106,41,29.268,17.062,5.697,212.359,0.170,0.278,3.863,both_junc
133,1,106,42,29.223,17.092,5.697,154.337,0.131,0.272,3.939,both_junc
134,1,106,43,29.192,17.133,5.697,127.547,0.095,0.267,3.926,both_junc
135,1,106,44,29.147,17.164,5.697,96.204,0.055,0.261,3.956,both_junc
136,1,106,45,29.118,17.206,5.697,89.315,0.019,0.255,3.856,both_junc
137,1,106,46,29.078,17.248,5.697,80.030,0.022,0.249,3.818,both_junc
138,1,106,47,29.039,17.273,5.697,73.806,0.056,0.243,3.860,both_junc
139,1,106,48,28.998,17.314,5.697,59.605,0.097,0.237,3.813,both_junc
140,1,106,49,28.961,17.343,5.697,56.119,0.130,0.232,3.890,both_junc
141,1,106,50,28.927,17.382,5.697,49.206,0.168,0.226,3.945,both_junc
142,1,106,51,28.891,17.423,5.697,44.217,0.207,0.220,4.141,both_junc
143,1,106,52,28.859,17.475,5.697,39.477,0.250,0.213,4.126,both_junc
144,1,106,53,28.837,17.510,5.697,41.301,0.250,0.213,4.077,both_junc
145,1,106,54,28.805,17.557,5.697,41.231,0.250,0.211,3.989,both_junc
146,1,106,55,28.772,17.591,5.697,137.009,0.078,0.269,4.058,both_junc
147,1,106,56,28.738,17.630,5.697,235.305,0.159,0.281,3.759,both_junc
148,1,106,57,28.690,17.666,5.697,190.060,0.082,0.273,3.775,both_junc
149,1,106,58,28.653,17.687,5.697,182.109,0.082,0.273,3.759,both_junc
150,1,106,59,28.603,17.722,5.697,152.246,0.049,0.269,3.652,both_junc
151,1,106,60,28.549,17.757,5.697,129.253,0.191,0.264,3.639,both_junc
152,1,106,61,28.513,17.772,5.697,122.980,0.274,0.261,3.763,both_junc
153,1,106,62,28.457,17.804,5.697,114.869,0.421,0.256,3.291,both_junc
154,1,106,63,28.382,17.796,5.697,104.600,0.590,0.250,2.994,both_junc
155,1,106,64,28.309,17.786,5.697,111.924,0.713,0.253,3.070,both_junc
156,1,106,65,28.235,17.786,5.697,98.165,0.661,0.257,3.096,both_junc
157,1,106,66,28.164,17.785,5.697,127.785,0.616,0.268,2.859,both_junc
158,1,106,67,28.102,17.769,5.697,117.980,0.587,0.267,2.638,both_junc
159,1,106,68,28.057,17.759,5.697,117.455,0.566,0.266,2.266,both_junc
160,1,106,69,28.015,17.720,5.697,118.312,0.542,0.265,2.349,both_junc
161,1,106,70,27.949,17.645,5.697,139.314,0.498,0.264,1.745,both_junc
162,1,106,71,27.939,17.574,5.697,181.490,0.466,0.263,1.722,both_junc
163,1,106,72,27.926,17.502,5.697,181.807,0.435,0.262,1.743,both_junc
164,1,106,73,27.899,17.415,5.697,122.731,0.396,0.263,1.909,both_junc
165,1,106,74,27.873,17.351,5.697,121.310,0.367,0.264,1.895,both_junc
166,1,106,75,27.851,17.284,5.697,124.063,0.337,0.264,1.892,both_junc
167,1,106,76,27.824,17.205,5.697,164.159,0.301,0.265,1.591,both_junc
168,1,106,77,27.818,17.131,5.697,218.888,0.269,0.266,1.613,both_junc
169,1,106,78,27.806,17.056,5.697,273.221,0.237,0.266,1.813,both_junc
170,1,106,79,27.788,16.986,5.697,271.366,0.207,0.267,1.783,both_junc
171,1,106,80,27.774,16.915,5.697,269.489,0.176,0.267,1.758,both_junc
172,1,106,81,27.759,16.831,5.697,267.266,0.139,0.268,1.754,both_junc
173,1,106,82,27.746,16.762,5.697,265.458,0.097,0.262,1.655,both_junc
174,1,106,83,27.740,16.691,5.697,263.599,0.042,0.256,1.580,both_junc
175,1,106,84,27.740,16.618,5.697,239.276,0.005,0.253,1.566,both_junc
176,1,106,85,27.743,16.545,5.697,217.892,0.039,0.252,1.542,both_junc
177,1,106,86,27.748,16.470,5.697,173.868,0.104,0.247,1.590,both_junc
178,1,106,87,27.752,16.386,5.697,78.547,0.179,0.223,1.310,both_junc
