 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5266,1,31.307,2.493,0.374,118.442,0.436,0.258,1.143,start_junc
2,1,5266,2,31.328,2.428,0.374,118.442,0.428,0.240,1.220,start_junc
3,1,5266,3,31.349,2.360,0.374,118.442,0.407,0.179,1.305,start_junc
4,1,5266,4,31.384,2.275,0.374,56.418,0.107,0.050,1.206,start_junc
5,1,5266,5,31.393,2.205,0.374,82.455,0.535,0.190,1.330,start_junc
6,1,5266,6,31.413,2.135,0.374,55.326,0.391,0.208,1.401,start_junc
7,1,5268,1,34.326,15.008,0.096,95.069,0.214,0.254,2.152,start_junc
8,1,5268,2,34.287,14.961,0.096,100.973,0.416,0.262,2.606,start_junc
9,1,5268,3,34.254,14.949,0.096,142.202,0.416,0.265,2.705,start_junc
10,1,5270,1,24.422,19.635,0.347,42.342,0.079,0.194,1.309,start_junc
11,1,5270,2,24.416,19.558,0.347,24.815,0.139,0.166,1.653,start_junc
12,1,5270,3,24.351,19.477,0.347,32.639,0.391,0.199,2.094,start_junc
13,1,5270,4,24.323,19.419,0.347,19.388,0.369,0.149,2.043,start_junc
14,1,5270,5,24.302,19.384,0.347,16.264,0.369,0.149,2.204,start_junc
15,1,5270,6,24.250,19.353,0.347,9.758,0.369,0.149,2.356,start_junc
16,1,5277,1,22.346,5.289,0.138,36.653,0.167,0.139,0.925,start_junc
17,1,5277,2,22.361,5.224,0.138,31.261,0.167,0.139,1.149,start_junc
18,1,5277,3,22.387,5.158,0.138,11.822,0.167,0.139,1.264,start_junc
19,1,5279,1,24.480,21.631,2.097,228.696,0.512,0.255,2.773,start_junc
20,1,5279,2,24.411,21.620,2.097,238.244,0.512,0.255,2.861,start_junc
21,1,5279,3,24.345,21.597,2.097,228.956,0.512,0.255,2.812,start_junc
22,1,5279,4,24.257,21.565,2.097,234.610,0.512,0.255,2.798,start_junc
23,1,5279,5,24.191,21.544,2.097,214.489,0.512,0.255,2.856,start_junc
24,1,5279,6,24.118,21.534,2.097,184.660,0.512,0.255,3.098,start_junc
25,1,5279,7,24.046,21.551,2.097,97.654,0.512,0.255,3.402,start_junc
26,1,5279,8,23.998,21.582,2.097,104.489,0.512,0.255,3.767,start_junc
27,1,5279,9,23.959,21.602,2.097,27.827,0.418,0.171,3.772,start_junc
28,1,5279,10,23.919,21.632,2.097,41.609,0.274,0.185,4.110,start_junc
29,1,5279,11,23.885,21.685,2.097,42.638,0.356,0.175,4.272,start_junc
30,1,5279,12,23.862,21.757,2.097,81.436,0.441,0.217,4.490,start_junc
31,1,5279,13,23.851,21.843,2.097,82.188,0.429,0.215,4.544,start_junc
32,1,5279,14,23.838,21.914,2.097,68.318,0.408,0.209,4.525,start_junc
33,1,5279,15,23.823,21.985,2.097,47.411,0.412,0.187,4.456,start_junc
34,1,5279,16,23.807,22.054,2.097,39.339,0.531,0.167,4.446,start_junc
35,1,5279,17,23.785,22.144,2.097,72.538,0.652,0.214,4.387,start_junc
36,1,5279,18,23.768,22.210,2.097,67.831,0.728,0.202,4.448,start_junc
37,1,5279,19,23.752,22.280,2.097,53.985,0.743,0.189,4.491,start_junc
