 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5725,1,39.926,25.808,0.147,39.064,0.000,0.145,1.571,start_junc
2,1,5725,2,39.926,25.735,0.147,24.254,0.000,0.145,1.571,start_junc
3,1,5725,3,39.926,25.661,0.147,9.007,0.000,0.145,1.571,start_junc
4,1,5730,1,15.921,1.039,0.618,216.504,0.104,0.252,1.842,start_junc
5,1,5730,2,15.882,0.956,0.618,39.545,0.125,0.155,2.015,start_junc
6,1,5730,3,15.847,0.899,0.618,31.471,0.240,0.144,2.017,start_junc
7,1,5730,4,15.819,0.875,0.618,25.189,0.240,0.142,2.218,start_junc
8,1,5730,5,15.779,0.831,0.618,21.118,0.240,0.142,2.216,start_junc
9,1,5730,6,15.752,0.794,0.618,18.644,0.240,0.142,2.299,start_junc
10,1,5730,7,15.714,0.754,0.618,21.001,0.240,0.142,2.309,start_junc
11,1,5730,8,15.674,0.717,0.618,14.648,0.240,0.142,2.532,start_junc
12,1,5730,9,15.639,0.684,0.618,16.750,0.240,0.142,2.358,start_junc
13,1,5730,10,15.592,0.653,0.618,8.714,0.240,0.142,2.729,start_junc
14,1,5730,11,15.560,0.628,0.618,10.468,0.240,0.142,2.532,start_junc
15,1,5730,12,15.497,0.626,0.618,4.040,0.240,0.142,2.713,start_junc
16,1,5740,1,21.542,5.921,0.080,31.890,0.104,0.172,3.188,start_junc
17,1,5740,2,21.469,5.953,0.080,15.168,0.104,0.172,3.474,start_junc
18,1,5744,1,29.116,1.189,0.070,42.625,0.400,0.210,6.159,start_junc
19,1,5744,2,29.183,1.208,0.070,37.924,0.400,0.210,6.048,start_junc
20,1,5746,1,15.734,19.598,0.077,103.358,0.363,0.239,3.120,start_junc
21,1,5746,2,15.657,19.599,0.077,62.280,0.238,0.222,3.022,start_junc
22,1,5754,1,17.923,1.709,0.133,56.456,0.224,0.229,2.355,start_junc
23,1,5754,2,17.867,1.692,0.133,24.871,0.224,0.191,2.796,start_junc
24,1,5754,3,17.793,1.702,0.133,20.476,0.224,0.191,3.038,start_junc
25,1,5759,1,21.294,2.435,1.273,246.142,0.778,0.278,1.872,start_junc
26,1,5759,2,21.270,2.347,1.273,254.243,0.778,0.278,1.840,start_junc
27,1,5759,3,21.261,2.281,1.273,251.386,0.708,0.281,1.461,start_junc
28,1,5759,4,21.269,2.208,1.273,248.283,0.650,0.281,1.470,start_junc
29,1,5759,5,21.277,2.137,1.273,245.252,0.592,0.281,1.412,start_junc
30,1,5759,6,21.294,2.053,1.273,241.651,0.435,0.280,1.387,start_junc
31,1,5759,7,21.310,1.982,1.273,238.565,0.300,0.279,1.350,start_junc
32,1,5759,8,21.326,1.912,1.273,235.528,0.168,0.278,1.337,start_junc
33,1,5759,9,21.333,1.839,1.273,232.409,0.032,0.277,1.484,start_junc
34,1,5759,10,21.332,1.765,1.273,213.574,0.105,0.276,1.564,start_junc
35,1,5759,11,21.328,1.691,1.273,103.788,0.295,0.240,1.614,start_junc
36,1,5759,12,21.322,1.618,1.273,106.045,0.495,0.242,1.562,start_junc
37,1,5759,13,21.329,1.544,1.273,117.108,0.527,0.246,1.527,start_junc
38,1,5759,14,21.324,1.471,1.273,135.140,0.536,0.265,1.659,start_junc
39,1,5759,15,21.327,1.397,1.273,140.039,0.504,0.277,1.596,start_junc
40,1,5759,16,21.352,1.330,1.273,67.953,0.386,0.257,1.331,start_junc
41,1,5759,17,21.364,1.243,1.273,72.434,0.386,0.257,1.365,start_junc
42,1,5759,18,21.362,1.179,1.273,55.238,0.386,0.257,1.514,start_junc
43,1,5764,1,32.063,38.942,0.167,0.000,0.778,0.418,2.967,start_junc
44,1,5764,2,31.990,38.922,0.167,0.000,0.778,0.418,3.027,start_junc
45,1,5764,3,31.918,38.866,0.167,0.000,0.708,0.418,2.925,start_junc
46,1,5768,1,15.441,17.354,0.072,28.465,0.160,0.155,2.852,start_junc
47,1,5768,2,15.369,17.344,0.072,19.214,0.160,0.155,2.967,start_junc
48,1,5773,1,25.739,27.349,1.773,168.603,0.302,0.249,2.308,start_junc
49,1,5773,2,25.709,27.292,1.773,133.470,0.302,0.249,2.040,start_junc
50,1,5773,3,25.685,27.262,1.773,100.094,0.302,0.249,2.193,start_junc
51,1,5773,4,25.675,27.202,1.773,114.585,0.302,0.249,1.855,start_junc
52,1,5773,5,25.655,27.134,1.773,129.044,0.302,0.249,1.843,start_junc
53,1,5773,6,25.628,27.074,1.773,137.682,0.302,0.249,2.000,start_junc
54,1,5773,7,25.622,27.047,1.773,154.538,0.302,0.249,1.902,start_junc
55,1,5773,8,25.588,26.985,1.773,178.026,0.302,0.249,2.033,start_junc
56,1,5773,9,25.563,26.919,1.773,191.800,0.242,0.261,1.848,start_junc
57,1,5773,10,25.546,26.830,1.773,128.781,0.190,0.263,1.804,start_junc
58,1,5773,11,25.571,26.763,1.773,102.944,0.148,0.264,1.470,start_junc
59,1,5773,12,25.558,26.694,1.773,95.602,0.106,0.266,1.669,start_junc
60,1,5773,13,25.526,26.614,1.773,88.433,0.055,0.267,1.891,start_junc
61,1,5773,14,25.500,26.549,1.773,88.660,0.015,0.269,1.928,start_junc
62,1,5773,15,25.487,26.472,1.773,75.289,0.031,0.270,1.641,start_junc
63,1,5773,16,25.487,26.397,1.773,69.295,0.075,0.272,1.598,start_junc
64,1,5773,17,25.494,26.321,1.773,77.103,0.121,0.273,1.452,start_junc
65,1,5773,18,25.508,26.248,1.773,91.117,0.164,0.275,1.363,start_junc
66,1,5773,19,25.518,26.176,1.773,82.857,0.207,0.276,1.660,start_junc
67,1,5773,20,25.505,26.104,1.773,68.578,0.249,0.278,1.772,start_junc
68,1,5773,21,25.476,26.046,1.773,62.921,0.287,0.279,1.991,start_junc
69,1,5773,22,25.458,26.019,1.773,76.202,0.287,0.268,2.110,start_junc
70,1,5773,23,25.448,25.955,1.773,50.101,0.287,0.268,1.677,start_junc
71,1,5773,24,25.452,25.885,1.773,44.081,0.287,0.268,1.341,start_junc
72,1,5773,25,25.479,25.814,1.773,41.052,0.287,0.268,1.426,start_junc
73,1,5773,26,25.516,25.740,1.773,44.598,0.287,0.268,0.363,start_junc
74,1,5773,27,25.442,25.733,1.773,36.336,0.287,0.268,5.881,start_junc
75,1,5779,1,30.918,16.189,0.238,22.305,0.344,0.181,1.237,start_junc
76,1,5779,2,30.954,16.102,0.238,12.778,0.122,0.140,1.216,start_junc
77,1,5779,3,30.946,16.030,0.238,15.013,0.130,0.175,1.608,start_junc
78,1,5779,4,30.919,15.964,0.238,10.469,0.041,0.194,1.804,start_junc
79,1,5782,1,39.504,11.929,1.132,235.667,0.246,0.268,3.953,start_junc
80,1,5782,2,39.469,11.961,1.132,230.281,0.246,0.275,3.732,start_junc
81,1,5782,3,39.423,11.995,1.132,223.825,0.441,0.261,4.031,start_junc
82,1,5782,4,39.386,12.036,1.132,217.497,0.482,0.256,3.978,start_junc
83,1,5782,5,39.357,12.074,1.132,212.073,0.459,0.257,4.058,start_junc
84,1,5782,6,39.322,12.120,1.132,205.399,0.431,0.259,4.062,start_junc
85,1,5782,7,39.296,12.158,1.132,200.193,0.409,0.260,4.038,start_junc
86,1,5782,8,39.260,12.202,1.132,193.610,0.381,0.262,4.069,start_junc
87,1,5782,9,39.219,12.250,1.132,186.446,0.351,0.263,4.138,start_junc
88,1,5782,10,39.201,12.287,1.132,181.797,0.331,0.264,4.103,start_junc
89,1,5782,11,39.166,12.336,1.132,174.849,0.301,0.266,4.121,start_junc
90,1,5782,12,39.141,12.373,1.132,169.775,0.280,0.267,4.010,start_junc
91,1,5782,13,39.105,12.417,1.132,163.322,0.252,0.269,4.033,start_junc
92,1,5782,14,39.076,12.455,1.132,157.784,0.229,0.270,3.981,start_junc
93,1,5782,15,39.037,12.494,1.132,151.542,0.202,0.271,3.964,start_junc
94,1,5782,16,38.996,12.535,1.132,144.906,0.174,0.273,3.778,start_junc
