 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5975,1,31.856,4.425,0.755,230.222,0.090,0.255,4.072,both_junc
2,1,5975,2,31.820,4.468,0.755,220.832,0.075,0.259,3.928,both_junc
3,1,5975,3,31.792,4.504,0.755,213.076,0.063,0.263,4.122,both_junc
4,1,5975,4,31.754,4.551,0.755,202.813,0.047,0.268,4.067,both_junc
5,1,5975,5,31.733,4.589,0.755,195.435,0.036,0.271,4.090,both_junc
6,1,5975,6,31.693,4.634,0.755,185.247,0.020,0.276,4.075,both_junc
7,1,5975,7,31.652,4.683,0.755,174.524,0.051,0.260,4.168,both_junc
8,1,5975,8,31.622,4.711,0.755,167.472,0.051,0.271,3.877,both_junc
9,1,5975,9,31.579,4.752,0.755,157.502,0.092,0.246,4.081,both_junc
10,1,5975,10,31.542,4.777,0.755,78.040,0.123,0.226,3.841,both_junc
11,1,5975,11,31.491,4.821,0.755,19.914,0.170,0.196,3.608,both_junc
12,1,5975,12,31.403,4.865,0.755,19.914,0.170,0.196,3.608,both_junc
13,1,5975,13,31.311,4.933,0.755,47.112,0.170,0.196,2.053,both_junc
14,1,5983,1,23.088,3.308,1.306,258.350,0.394,0.281,5.543,both_junc
15,1,5983,2,23.144,3.343,1.306,258.350,0.394,0.281,5.814,both_junc
16,1,5983,3,23.174,3.362,1.306,258.350,0.394,0.281,5.735,both_junc
17,1,5983,4,23.238,3.368,1.306,258.350,0.394,0.281,6.093,both_junc
18,1,5983,5,23.309,3.364,1.306,258.350,0.394,0.281,6.258,both_junc
19,1,5983,6,23.381,3.362,1.306,234.740,0.394,0.281,0.035,both_junc
20,1,5983,7,23.449,3.352,1.306,235.072,0.394,0.281,0.224,both_junc
21,1,5983,8,23.534,3.325,1.306,262.473,0.394,0.281,0.307,both_junc
22,1,5983,9,23.602,3.305,1.306,259.956,0.394,0.281,0.258,both_junc
23,1,5983,10,23.673,3.291,1.306,257.350,0.394,0.281,0.172,both_junc
24,1,5983,11,23.746,3.279,1.306,254.708,0.394,0.281,0.127,both_junc
25,1,5983,12,23.824,3.276,1.306,251.914,0.419,0.274,6.264,both_junc
26,1,5983,13,23.901,3.280,1.306,200.523,0.463,0.281,6.136,both_junc
27,1,5983,14,23.976,3.289,1.306,150.500,0.493,0.263,6.016,both_junc
28,1,5983,15,24.045,3.304,1.306,77.661,0.522,0.247,6.083,both_junc
29,1,5983,16,24.117,3.309,1.306,61.933,0.550,0.230,5.934,both_junc
