 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5499,1,30.845,9.346,0.905,193.190,0.328,0.267,1.355,start_junc
2,1,5499,2,30.850,9.266,0.905,194.512,0.177,0.280,1.548,start_junc
3,1,5499,3,30.841,9.192,0.905,195.725,0.066,0.271,1.542,start_junc
4,1,5499,4,30.835,9.120,0.905,196.909,0.041,0.263,1.483,start_junc
5,1,5499,5,30.840,9.047,0.905,198.108,0.054,0.256,1.484,start_junc
6,1,5499,6,30.843,8.971,0.905,199.348,0.018,0.255,1.554,start_junc
7,1,5499,7,30.840,8.896,0.905,200.578,0.049,0.252,1.602,start_junc
8,1,5499,8,30.838,8.822,0.905,201.791,0.130,0.247,1.623,start_junc
9,1,5499,9,30.831,8.746,0.905,203.034,0.225,0.232,1.730,start_junc
10,1,5499,10,30.815,8.675,0.905,114.114,0.341,0.205,1.830,start_junc
11,1,5499,11,30.800,8.605,0.905,76.531,0.486,0.182,1.794,start_junc
12,1,5499,12,30.781,8.532,0.905,56.634,0.308,0.198,1.680,start_junc
13,1,5499,13,30.779,8.448,0.905,41.037,0.284,0.202,1.736,start_junc
14,1,101,1,28.219,5.069,1.393,23.614,0.348,0.189,4.445,no_junc
15,1,101,2,28.213,5.125,1.393,35.564,0.202,0.205,3.926,no_junc
16,1,101,3,28.180,5.162,1.393,45.486,0.202,0.205,4.019,no_junc
17,1,101,4,28.146,5.196,1.393,78.121,0.179,0.227,3.697,no_junc
18,1,101,5,28.104,5.238,1.393,148.853,0.458,0.234,3.902,no_junc
19,1,101,6,28.067,5.259,1.393,155.841,0.200,0.281,3.692,no_junc
20,1,101,7,28.021,5.301,1.393,165.794,0.059,0.262,3.899,no_junc
21,1,101,8,27.980,5.328,1.393,173.632,0.059,0.261,3.850,no_junc
22,1,101,9,27.946,5.373,1.393,182.719,0.116,0.256,3.944,no_junc
23,1,101,10,27.906,5.411,1.393,191.744,0.081,0.267,4.012,no_junc
24,1,101,11,27.871,5.445,1.393,199.547,0.141,0.242,3.862,no_junc
25,1,101,12,27.788,5.507,1.393,221.193,0.195,0.248,3.773,no_junc
26,1,101,13,27.741,5.543,1.393,238.231,0.322,0.250,3.765,no_junc
27,1,101,14,27.704,5.565,1.393,189.510,0.312,0.240,3.763,no_junc
28,1,101,15,27.656,5.600,1.393,210.425,0.362,0.240,3.794,no_junc
29,1,101,16,27.616,5.621,1.393,197.777,0.362,0.240,3.788,no_junc
30,1,101,17,27.574,5.663,1.393,217.291,0.381,0.253,3.794,no_junc
31,1,101,18,27.527,5.703,1.393,237.598,0.313,0.252,3.731,no_junc
32,1,101,19,27.494,5.730,1.393,210.479,0.268,0.252,3.896,no_junc
33,1,101,20,27.451,5.766,1.393,189.830,0.206,0.251,3.821,no_junc
34,1,101,21,27.457,5.819,1.393,134.561,0.148,0.251,4.392,no_junc
35,1,101,22,27.463,5.880,1.393,80.259,0.034,0.244,4.638,no_junc
36,1,101,23,27.450,5.962,1.393,52.944,0.204,0.212,4.449,no_junc
37,1,101,24,27.422,6.027,1.393,44.141,0.379,0.192,4.293,no_junc
38,1,101,25,27.356,6.035,1.393,27.276,0.348,0.211,3.677,no_junc
39,1,5502,1,16.475,22.635,0.369,0.000,0.000,0.000,2.766,start_junc
40,1,5502,2,16.397,22.611,0.369,0.000,0.000,0.000,3.137,start_junc
41,1,5502,3,16.328,22.608,0.369,0.000,0.000,0.000,3.029,start_junc
42,1,5502,4,16.256,22.605,0.369,0.000,0.000,0.000,2.993,start_junc
43,1,5502,5,16.181,22.551,0.369,0.000,0.000,0.000,2.933,start_junc
44,1,5502,6,16.128,22.544,0.369,0.000,0.000,0.000,2.418,start_junc
45,1,5509,1,11.241,28.298,2.614,24.495,0.413,0.280,3.824,both_junc
46,1,5509,2,11.198,28.324,2.614,24.495,0.413,0.280,4.105,both_junc
47,1,5509,3,11.166,28.362,2.614,24.495,0.413,0.280,3.640,both_junc
48,1,5509,4,11.111,28.393,2.614,24.495,0.413,0.280,3.777,both_junc
49,1,5509,5,11.062,28.418,2.614,24.495,0.413,0.280,3.888,both_junc
50,1,5509,6,11.025,28.448,2.614,24.495,0.413,0.280,3.710,both_junc
51,1,5509,7,10.974,28.480,2.614,24.495,0.413,0.280,3.797,both_junc
52,1,5509,8,10.939,28.502,2.614,24.495,0.458,0.272,3.705,both_junc
53,1,5509,9,10.887,28.537,2.614,24.495,0.456,0.269,3.711,both_junc
54,1,5509,10,10.806,28.600,2.614,24.495,0.422,0.261,3.903,both_junc
55,1,5509,11,10.764,28.642,2.614,24.495,0.402,0.256,3.764,both_junc
56,1,5509,12,10.730,28.670,2.614,24.495,0.388,0.252,3.840,both_junc
57,1,5509,13,10.687,28.708,2.614,24.495,0.369,0.247,3.826,both_junc
58,1,5509,14,10.657,28.746,2.614,24.495,0.353,0.243,4.039,both_junc
