 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5532,1,11.834,6.548,1.770,128.182,0.377,0.196,2.367,start_junc
2,1,5532,2,11.770,6.528,1.770,83.174,0.272,0.186,2.797,start_junc
3,1,5532,3,11.692,6.528,1.770,51.088,0.201,0.163,3.062,start_junc
4,1,5532,4,11.618,6.523,1.770,150.699,0.186,0.239,3.113,start_junc
5,1,5532,5,11.545,6.508,1.770,248.855,0.186,0.278,3.101,start_junc
6,1,5532,6,11.467,6.487,1.770,228.318,0.264,0.276,2.952,start_junc
7,1,5532,7,11.396,6.475,1.770,187.361,0.333,0.275,2.955,start_junc
8,1,5532,8,11.324,6.465,1.770,158.448,0.403,0.273,3.026,start_junc
9,1,5532,9,11.250,6.463,1.770,120.628,0.475,0.272,3.157,start_junc
10,1,5532,10,11.176,6.466,1.770,96.871,0.545,0.270,3.143,start_junc
11,1,5532,11,11.104,6.458,1.770,79.496,0.614,0.269,3.055,start_junc
12,1,5532,12,11.029,6.454,1.770,38.338,0.699,0.226,3.151,start_junc
13,1,5532,13,10.954,6.461,1.770,36.058,0.673,0.219,3.315,start_junc
14,1,5532,14,10.883,6.462,1.770,15.318,0.542,0.191,3.030,start_junc
15,1,5532,15,10.822,6.434,1.770,13.277,0.437,0.204,2.781,start_junc
16,1,5532,16,10.735,6.398,1.770,11.348,0.565,0.190,2.812,start_junc
17,1,5532,17,10.666,6.373,1.770,27.301,0.319,0.222,2.944,start_junc
18,1,5532,18,10.593,6.376,1.770,48.921,0.371,0.228,2.906,start_junc
19,1,5532,19,10.522,6.365,1.770,73.140,0.639,0.233,2.922,start_junc
20,1,5532,20,10.434,6.365,1.770,48.860,0.398,0.232,3.359,start_junc
21,1,5532,21,10.378,6.411,1.770,13.180,0.038,0.089,3.748,start_junc
22,1,5532,22,10.292,6.468,1.770,14.507,0.148,0.133,3.794,start_junc
23,1,5532,23,10.219,6.543,1.770,14.074,0.119,0.136,3.914,start_junc
24,1,5532,24,10.176,6.584,1.770,5.760,0.098,0.123,3.766,start_junc
25,1,5535,1,19.848,29.047,3.205,29.358,0.531,0.184,2.150,start_junc
26,1,5535,2,19.903,28.961,3.205,12.987,0.531,0.184,1.210,start_junc
27,1,5535,3,19.998,28.896,3.205,16.567,0.531,0.184,0.988,start_junc
28,1,5535,4,20.044,28.814,3.205,51.292,0.605,0.234,1.283,start_junc
29,1,5535,5,20.073,28.750,3.205,102.101,0.758,0.234,1.492,start_junc
30,1,5535,6,20.076,28.676,3.205,88.250,0.675,0.215,1.608,start_junc
31,1,5535,7,20.072,28.603,3.205,94.259,0.612,0.213,1.688,start_junc
32,1,5535,8,20.061,28.531,3.205,149.974,0.596,0.235,1.691,start_junc
33,1,5535,9,20.052,28.458,3.205,187.226,0.492,0.251,1.692,start_junc
34,1,5535,10,20.042,28.384,3.205,193.130,0.403,0.254,1.637,start_junc
35,1,5535,11,20.042,28.310,3.205,214.581,0.331,0.256,1.634,start_junc
36,1,5535,12,20.036,28.239,3.205,236.544,0.250,0.259,1.681,start_junc
37,1,5535,13,20.027,28.158,3.205,235.374,0.194,0.263,1.694,start_junc
38,1,5535,14,20.012,28.085,3.205,234.304,0.155,0.270,1.797,start_junc
39,1,5535,15,19.993,28.016,3.205,233.280,0.094,0.273,1.861,start_junc
40,1,5535,16,19.969,27.925,3.205,231.919,0.094,0.264,1.931,start_junc
41,1,5535,17,19.939,27.862,3.205,230.920,0.023,0.272,1.968,start_junc
42,1,5535,18,19.913,27.799,3.205,229.944,0.003,0.267,1.954,start_junc
43,1,5535,19,19.880,27.711,3.205,228.588,0.009,0.266,1.909,start_junc
44,1,5535,20,19.856,27.646,3.205,227.595,0.066,0.270,1.854,start_junc
45,1,5535,21,19.838,27.576,3.205,226.565,0.047,0.267,1.781,start_junc
46,1,5535,22,19.825,27.504,3.205,225.516,0.056,0.267,1.741,start_junc
47,1,5535,23,19.807,27.418,3.205,224.254,0.088,0.274,1.841,start_junc
48,1,5535,24,19.787,27.350,3.205,223.235,0.063,0.275,1.847,start_junc
49,1,5535,25,19.770,27.281,3.205,222.212,0.038,0.276,1.794,start_junc
50,1,5535,26,19.753,27.211,3.205,221.181,0.013,0.277,1.791,start_junc
51,1,5535,27,19.727,27.125,3.205,219.890,0.018,0.278,1.875,start_junc
52,1,5535,28,19.706,27.058,3.205,218.882,0.002,0.270,1.883,start_junc
53,1,5535,29,19.679,26.995,3.205,217.894,0.074,0.260,1.932,start_junc
54,1,5535,30,19.623,26.918,3.205,63.033,0.003,0.211,2.188,start_junc
55,1,5535,31,19.591,26.881,3.205,71.078,0.311,0.216,2.327,start_junc
56,1,5535,32,19.549,26.847,3.205,55.269,0.098,0.205,2.347,start_junc
57,1,5535,33,19.508,26.811,3.205,75.674,0.300,0.232,2.437,start_junc
58,1,5535,34,19.473,26.777,3.205,83.987,0.078,0.242,2.347,start_junc
59,1,5535,35,19.429,26.740,3.205,69.524,0.228,0.244,2.515,start_junc
60,1,5535,36,19.391,26.713,3.205,66.917,0.155,0.249,2.385,start_junc
61,1,5535,37,19.349,26.674,3.205,49.253,0.137,0.239,2.545,start_junc
62,1,5535,38,19.315,26.656,3.205,51.066,0.137,0.239,2.597,start_junc
63,1,5535,39,19.265,26.617,3.205,66.053,0.176,0.234,2.301,start_junc
64,1,5535,40,19.224,26.577,3.205,50.185,0.060,0.223,2.252,start_junc
65,1,5535,41,19.204,26.535,3.205,63.636,0.060,0.228,2.156,start_junc
66,1,5535,42,19.170,26.488,3.205,54.482,0.060,0.222,2.271,start_junc
67,1,5535,43,19.145,26.444,3.205,63.951,0.419,0.217,2.334,start_junc
68,1,5535,44,19.110,26.402,3.205,81.391,0.476,0.227,2.197,start_junc
