 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5112,1,38.292,6.556,0.947,41.588,0.449,0.227,5.362,start_junc
2,1,5112,2,38.313,6.618,0.947,44.219,0.487,0.230,4.591,start_junc
3,1,5112,3,38.295,6.687,0.947,62.474,0.527,0.234,4.436,start_junc
4,1,5112,4,38.282,6.761,0.947,119.937,0.367,0.268,4.586,start_junc
5,1,5112,5,38.291,6.842,0.947,134.255,0.322,0.265,4.949,start_junc
6,1,5112,6,38.316,6.907,0.947,111.309,0.464,0.244,5.227,start_junc
7,1,5112,7,38.368,6.992,0.947,79.746,0.306,0.230,5.195,start_junc
8,1,5112,8,38.400,7.048,0.947,81.162,0.306,0.229,5.244,start_junc
9,1,5112,9,38.421,7.086,0.947,66.273,0.236,0.228,5.383,start_junc
10,1,5112,10,38.462,7.127,0.947,68.553,0.186,0.228,5.384,start_junc
11,1,5112,11,38.484,7.170,0.947,61.239,0.184,0.229,5.411,start_junc
12,1,5112,12,38.526,7.208,0.947,40.294,0.371,0.190,5.427,start_junc
13,1,5112,13,38.575,7.248,0.947,76.082,0.050,0.254,5.702,start_junc
14,1,5112,14,38.597,7.284,0.947,55.078,0.148,0.242,5.426,start_junc
15,1,5112,15,38.631,7.338,0.947,55.492,0.105,0.256,5.199,start_junc
16,1,5112,16,38.669,7.361,0.947,34.616,0.105,0.256,5.567,start_junc
17,1,5115,1,39.926,17.279,1.250,14.783,0.000,0.145,1.571,start_junc
18,1,5115,2,39.926,17.206,1.250,27.437,0.000,0.145,1.571,start_junc
19,1,5115,3,39.926,17.132,1.250,38.621,0.000,0.145,1.571,start_junc
20,1,5115,4,39.926,17.059,1.250,46.385,0.000,0.145,1.571,start_junc
21,1,5115,5,39.926,16.985,1.250,47.708,0.000,0.145,1.571,start_junc
22,1,5115,6,39.926,16.912,1.250,43.889,0.000,0.145,1.571,start_junc
23,1,5115,7,39.926,16.838,1.250,36.422,0.000,0.145,1.571,start_junc
24,1,5115,8,39.926,16.764,1.250,27.983,0.000,0.145,1.571,start_junc
