 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5701,1,25.862,15.364,0.092,0.000,0.000,0.000,4.553,start_junc
2,1,5701,2,25.849,15.455,0.092,0.000,0.000,0.000,4.373,start_junc
3,1,5705,1,13.520,11.996,0.069,0.000,0.000,0.000,2.425,start_junc
4,1,5705,2,13.496,11.931,0.069,0.000,0.000,0.000,2.107,start_junc
5,1,5713,1,12.848,15.319,0.872,177.786,0.481,0.221,5.607,start_junc
6,1,5713,2,12.883,15.347,0.872,177.786,0.481,0.221,5.633,start_junc
7,1,5713,3,12.939,15.373,0.872,177.786,0.370,0.256,5.851,start_junc
8,1,5713,4,13.025,15.406,0.872,177.786,0.044,0.261,5.985,start_junc
9,1,5713,5,13.101,15.425,0.872,177.786,0.386,0.265,5.611,start_junc
10,1,5713,6,13.143,15.520,0.872,177.786,0.196,0.125,5.007,start_junc
11,1,5713,7,13.159,15.589,0.872,177.786,0.532,0.181,5.103,start_junc
12,1,5713,8,13.188,15.646,0.872,177.786,0.532,0.181,5.245,start_junc
13,1,5713,9,13.200,15.679,0.872,177.786,0.536,0.207,5.179,start_junc
14,1,5713,10,13.238,15.733,0.872,177.786,0.518,0.260,5.252,start_junc
15,1,5713,11,13.297,15.821,0.872,125.450,0.479,0.265,5.507,start_junc
16,1,5713,12,13.331,15.871,0.872,133.072,0.594,0.262,5.192,start_junc
17,1,5713,13,13.394,15.932,0.872,102.099,0.583,0.277,5.823,start_junc
18,1,5720,1,28.962,22.649,0.075,0.000,0.000,0.000,1.830,start_junc
19,1,5720,2,28.948,22.576,0.075,0.000,0.000,0.000,1.675,start_junc
20,1,5724,1,32.132,0.881,0.181,72.383,0.153,0.188,3.361,start_junc
21,1,5724,2,32.059,0.868,0.181,30.240,0.125,0.123,3.096,start_junc
22,1,5724,3,32.003,0.776,0.181,21.976,0.395,0.163,2.627,start_junc
23,1,5729,1,18.598,14.373,0.169,13.145,0.488,0.107,0.113,start_junc
24,1,5729,2,18.679,14.356,0.169,13.863,0.488,0.107,6.240,start_junc
25,1,5729,3,18.755,14.398,0.169,8.370,0.488,0.107,5.911,start_junc
26,1,5731,1,17.188,16.690,0.374,41.743,0.163,0.170,1.540,start_junc
27,1,5731,2,17.174,16.619,0.374,32.378,0.133,0.176,1.626,start_junc
28,1,5731,3,17.144,16.541,0.374,13.297,0.056,0.122,1.777,start_junc
29,1,5731,4,17.140,16.470,0.374,12.789,0.164,0.109,1.661,start_junc
30,1,5731,5,17.155,16.398,0.374,9.479,0.168,0.125,1.532,start_junc
31,1,5731,6,17.173,16.328,0.374,6.786,0.246,0.147,1.461,start_junc
32,1,5740,1,9.374,15.703,0.555,169.699,0.049,0.256,2.302,start_junc
33,1,5740,2,9.336,15.664,0.555,160.756,0.213,0.255,2.332,start_junc
34,1,5740,3,9.290,15.629,0.555,232.423,0.202,0.275,2.470,start_junc
35,1,5740,4,9.252,15.606,0.555,188.058,0.116,0.270,2.540,start_junc
36,1,5740,5,9.199,15.574,0.555,140.459,0.004,0.263,2.621,start_junc
37,1,5740,6,9.111,15.528,0.555,25.776,0.084,0.181,2.673,start_junc
38,1,5740,7,9.049,15.503,0.555,22.205,0.084,0.181,2.760,start_junc
39,1,5740,8,8.967,15.449,0.555,44.604,0.451,0.249,2.714,start_junc
40,1,5740,9,8.895,15.457,0.555,19.465,0.451,0.223,3.038,start_junc
41,1,5746,1,12.256,19.383,1.072,194.320,0.647,0.269,3.825,start_junc
42,1,5746,2,12.201,19.403,1.072,117.186,0.624,0.249,3.622,start_junc
43,1,5746,3,12.135,19.420,1.072,108.506,0.624,0.249,3.449,start_junc
44,1,5746,4,12.049,19.467,1.072,93.998,0.624,0.249,3.614,start_junc
45,1,5746,5,11.992,19.498,1.072,95.764,0.624,0.249,3.609,start_junc
46,1,5746,6,11.958,19.513,1.072,78.432,0.624,0.249,3.669,start_junc
47,1,5746,7,11.905,19.545,1.072,89.282,0.624,0.249,3.590,start_junc
48,1,5746,8,11.840,19.567,1.072,78.229,0.624,0.249,3.424,start_junc
49,1,5746,9,11.772,19.586,1.072,84.990,0.624,0.249,3.420,start_junc
