 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5203,1,21.200,31.803,0.808,252.602,0.238,0.264,2.551,start_junc
2,1,5203,2,21.168,31.773,0.808,266.240,0.238,0.264,2.410,start_junc
3,1,5203,3,21.122,31.738,0.808,244.244,0.084,0.270,2.499,start_junc
4,1,5203,4,21.090,31.703,0.808,203.122,0.108,0.265,2.357,start_junc
5,1,5203,5,21.043,31.672,0.808,215.942,0.068,0.274,2.520,start_junc
6,1,5203,6,21.007,31.643,0.808,235.436,0.036,0.281,2.431,start_junc
7,1,5203,7,20.965,31.606,0.808,170.495,0.092,0.270,2.427,start_junc
8,1,5203,8,20.929,31.565,0.808,111.334,0.148,0.260,2.235,start_junc
9,1,5203,9,20.894,31.532,0.808,19.985,0.071,0.173,2.345,start_junc
10,1,5203,10,20.868,31.479,0.808,17.326,0.071,0.185,2.122,start_junc
11,1,5203,11,20.850,31.441,0.808,14.575,0.071,0.183,2.178,start_junc
12,1,5203,12,20.818,31.393,0.808,17.838,0.056,0.184,1.949,start_junc
13,1,5203,13,20.801,31.322,0.808,24.632,0.251,0.183,1.453,start_junc
14,1,5203,14,20.821,31.253,0.808,25.866,0.320,0.189,1.292,start_junc
15,1,5203,15,20.850,31.162,0.808,13.533,0.320,0.189,1.162,start_junc
16,1,5207,1,12.053,18.313,0.529,162.637,0.363,0.278,5.357,start_junc
17,1,5207,2,12.082,18.367,0.529,238.156,0.363,0.278,5.287,start_junc
18,1,5207,3,12.088,18.389,0.529,241.335,0.363,0.278,4.860,start_junc
19,1,5207,4,12.112,18.462,0.529,161.000,0.363,0.278,5.002,start_junc
20,1,5207,5,12.135,18.528,0.529,87.353,0.347,0.220,5.040,start_junc
21,1,5207,6,12.144,18.601,0.529,49.148,0.397,0.182,4.882,start_junc
22,1,5207,7,12.152,18.674,0.529,37.389,0.311,0.170,4.817,start_junc
23,1,5207,8,12.161,18.748,0.529,27.847,0.198,0.165,4.761,start_junc
24,1,5207,9,12.176,18.823,0.529,20.140,0.031,0.169,4.725,start_junc
25,1,5211,1,24.035,5.885,0.444,57.794,0.402,0.239,1.823,start_junc
26,1,5211,2,24.028,5.818,0.444,70.348,0.065,0.237,2.089,start_junc
27,1,5211,3,24.002,5.761,0.444,95.758,0.245,0.236,2.129,start_junc
28,1,5211,4,23.992,5.726,0.444,116.456,0.245,0.243,1.980,start_junc
29,1,5211,5,23.966,5.663,0.444,31.741,0.322,0.156,1.988,start_junc
30,1,5211,6,23.929,5.606,0.444,96.784,0.060,0.250,1.974,start_junc
31,1,5211,7,23.898,5.587,0.444,93.881,0.060,0.251,2.282,start_junc
32,1,5211,8,23.846,5.551,0.444,49.629,0.060,0.251,2.605,start_junc
33,1,5211,9,23.821,5.517,0.444,34.368,0.060,0.251,2.387,start_junc
34,1,103,1,25.580,16.545,2.517,33.732,0.561,0.217,1.747,no_junc
35,1,103,2,25.567,16.482,2.517,45.218,0.184,0.227,2.062,no_junc
36,1,103,3,25.538,16.392,2.517,68.701,0.021,0.243,1.764,no_junc
37,1,103,4,25.521,16.323,2.517,97.915,0.241,0.238,1.653,no_junc
38,1,103,5,25.516,16.250,2.517,140.126,0.315,0.249,1.587,no_junc
