 ,Frame,Contour ID,Pos.,X,Y,Length,Contrast,Asymmetry,Line width,Angle of normal,Class
1,1,5532,1,14.749,10.600,0.091,220.350,0.000,0.285,1.313,start_junc
2,1,5532,2,14.796,10.522,0.091,93.821,0.000,0.285,1.172,start_junc
3,1,5543,1,18.245,20.073,0.369,108.497,0.419,0.277,1.593,start_junc
4,1,5543,2,18.233,20.000,0.369,108.497,0.419,0.277,1.666,start_junc
5,1,5543,3,18.229,19.926,0.369,108.497,0.334,0.221,1.618,start_junc
6,1,5543,4,18.228,19.853,0.369,32.860,0.109,0.151,1.616,start_junc
7,1,5543,5,18.226,19.779,0.369,23.701,0.109,0.151,1.581,start_junc
8,1,5543,6,18.239,19.706,0.369,12.341,0.109,0.151,1.469,start_junc
9,1,5545,1,26.910,18.088,0.851,22.896,0.261,0.172,1.747,start_junc
10,1,5545,2,26.901,18.024,0.851,86.034,0.649,0.216,2.285,start_junc
11,1,5545,3,26.876,17.980,0.851,71.334,0.697,0.208,2.302,start_junc
12,1,5545,4,26.840,17.940,0.851,73.595,0.693,0.209,2.146,start_junc
13,1,5545,5,26.803,17.893,0.851,61.331,0.616,0.206,2.207,start_junc
14,1,5545,6,26.782,17.856,0.851,56.975,0.559,0.204,2.139,start_junc
15,1,5545,7,26.746,17.805,0.851,53.866,0.476,0.202,2.114,start_junc
16,1,5545,8,26.728,17.765,0.851,40.760,0.419,0.200,2.240,start_junc
17,1,5545,9,26.685,17.725,0.851,40.942,0.366,0.199,2.243,start_junc
18,1,5545,10,26.662,17.696,0.851,36.981,0.366,0.193,2.073,start_junc
19,1,5545,11,26.618,17.647,0.851,91.978,0.007,0.244,2.257,start_junc
20,1,5545,12,26.552,17.566,0.851,78.148,0.007,0.244,2.266,start_junc
21,1,5545,13,26.511,17.520,0.851,76.207,0.007,0.244,2.113,start_junc
22,1,5545,14,26.483,17.485,0.851,50.127,0.007,0.244,2.422,start_junc
23,1,5545,15,26.411,17.414,0.851,28.187,0.007,0.244,2.274,start_junc
24,1,5548,1,25.770,22.329,1.911,67.034,0.125,0.245,2.163,both_junc
25,1,5548,2,25.736,22.279,1.911,190.466,0.163,0.278,2.373,both_junc
26,1,5548,3,25.700,22.245,1.911,226.409,0.163,0.278,2.416,both_junc
27,1,5548,4,25.661,22.206,1.911,165.035,0.105,0.264,2.341,both_junc
28,1,5548,5,25.626,22.188,1.911,166.037,0.064,0.254,1.998,both_junc
29,1,5548,6,25.591,22.130,1.911,143.361,0.006,0.238,2.005,both_junc
30,1,5548,7,25.550,22.050,1.911,161.543,0.362,0.275,1.815,both_junc
31,1,5548,8,25.529,21.981,1.911,175.915,0.362,0.274,1.834,both_junc
32,1,5548,9,25.510,21.913,1.911,190.132,0.363,0.274,1.846,both_junc
33,1,5548,10,25.490,21.844,1.911,204.443,0.364,0.273,1.821,both_junc
34,1,5548,11,25.468,21.774,1.911,219.118,0.365,0.272,1.781,both_junc
35,1,5548,12,25.445,21.689,1.911,236.735,0.366,0.271,1.908,both_junc
36,1,5548,13,25.421,21.624,1.911,250.744,0.367,0.271,1.883,both_junc
37,1,5548,14,25.403,21.552,1.911,265.675,0.368,0.270,1.770,both_junc
38,1,5548,15,25.360,21.474,1.911,210.529,0.369,0.269,2.011,both_junc
39,1,5548,16,25.333,21.443,1.911,197.556,0.370,0.269,2.192,both_junc
40,1,5548,17,25.332,21.384,1.911,176.090,0.371,0.268,1.894,both_junc
41,1,5548,18,25.305,21.319,1.911,169.434,0.372,0.268,1.907,both_junc
42,1,5548,19,25.301,21.248,1.911,145.316,0.372,0.267,1.754,both_junc
43,1,5548,20,25.288,21.177,1.911,126.879,0.373,0.266,1.771,both_junc
44,1,5548,21,25.268,21.111,1.911,127.483,0.374,0.266,1.872,both_junc
45,1,5548,22,25.237,21.024,1.911,133.493,0.498,0.255,1.882,both_junc
46,1,5548,23,25.213,20.959,1.911,93.662,0.533,0.235,1.983,both_junc
47,1,5548,24,25.182,20.905,1.911,93.512,0.466,0.249,2.115,both_junc
48,1,5548,25,25.168,20.857,1.911,53.560,0.298,0.254,2.427,both_junc
49,1,5548,26,25.133,20.824,1.911,37.071,0.136,0.242,2.427,both_junc
50,1,5548,27,25.090,20.789,1.911,11.471,0.118,0.171,2.427,both_junc
51,1,5548,28,25.053,20.758,1.911,7.302,0.102,0.110,2.427,both_junc
52,1,5548,29,25.011,20.722,1.911,11.935,0.084,0.039,2.427,both_junc
53,1,5548,30,24.956,20.669,1.911,17.707,0.553,0.147,1.310,both_junc
54,1,5551,1,15.339,5.594,0.698,237.592,0.089,0.275,1.793,start_junc
55,1,5551,2,15.304,5.510,0.698,177.461,0.089,0.275,1.984,start_junc
56,1,5551,3,15.279,5.447,0.698,139.873,0.193,0.268,1.945,start_junc
57,1,5551,4,15.249,5.380,0.698,111.131,0.303,0.261,1.849,start_junc
58,1,5551,5,15.214,5.296,0.698,94.923,0.442,0.253,1.882,start_junc
59,1,5551,6,15.195,5.226,0.698,76.469,0.552,0.246,1.781,start_junc
60,1,5551,7,15.169,5.140,0.698,56.250,0.651,0.225,1.862,start_junc
61,1,5551,8,15.157,5.072,0.698,46.572,0.638,0.217,1.768,start_junc
62,1,5551,9,15.169,5.005,0.698,63.482,0.667,0.239,1.358,start_junc
